Cat logo de productos / servicios.,,,,,,,,
Fecha inicio de vigencia,Fecha fin de vigencia,Versi¢n,Revisi¢n,,,,,
01/01/2017,,1.0,0,,,,,
,,,,,,,,
c_ClaveProdServ,Descripci¢n,FechaInicioVigencia,FechaFinVigencia,Incluir IVA trasladado,Incluir IEPS trasladado,Complemento que debe incluir,,
42152220,Piedras dentales para laboratorios,01/10/2016,,Opcional,No,,,
42152221,Protectores de moldes o estuches de laboratorio dental,01/10/2016,,Opcional,No,,,
42152222,Crisoles para m quinas de fundici¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152223,Unidades o accesorios de procesamiento de resinas de laboratorio dental,01/10/2016,,Opcional,No,,,
42152224,Cantimploras de laboratorio dental,01/10/2016,,Opcional,No,,,
42152300,"L seres y equipo de iluminaci¢n y fibra ¢ptica para odontolog¡a, y suministros",01/10/2016,,Opcional,No,,,
42152301,L seres de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152302,Dentoscopios,01/10/2016,,Opcional,No,,,
42152303,Luces para uso odontol¢gico general o sus accesorios,01/10/2016,,Opcional,No,,,
42152304,Luces intraorales,01/10/2016,,Opcional,No,,,
42152305,Tr¡podes de luces de operaci¢n para uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152306,Luces o accesorios de fibra ¢ptica para uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152307,Sets de iluminaci¢n de operaci¢n para uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152400,Materiales dentales,01/10/2016,,Opcional,No,,,
42152401,Aleaciones para amalgamas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152402,Materiales protectores de la boca para atletas,01/10/2016,,Opcional,No,,,
42152403,Aleaciones de molibdeno cromo cobalto fundido para implantes dentales,01/10/2016,,Opcional,No,,,
42152404,Materiales de impresi¢n hidrocoloides irreversibles reversibles combinados,01/10/2016,,Opcional,No,,,
42152405,Pl sticos para coronas o puentes,01/10/2016,,Opcional,No,,,
42152406,Pastas abrasivas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152407,Polvos abrasivos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152408,Puntos absorbentes de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152409,Materiales de impresi¢n agar de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152410,Materiales de impresi¢n alginadas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152411,Aleaciones de fundici¢n de metal de base de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152412,Ceras de placa de base de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152413,Aleaciones de soldadura fuerte de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152414,Aleaciones de fundici¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152415,Cer micas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152416,Materiales de duplicaci¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152417,Inversiones de s¡lice etilo de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152418,Productos de yeso de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152419,Materiales de impresi¢n de pasta de ¢xido de zinc eugenol de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152420,Ceras de fundici¢n para incrustaciones de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152421,Mercurio de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152422,Puntos obturadores de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152423,Sellantes de huecos o fisuras de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152424,Cementos de base de agua de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152425,Resinas de base para pr¢tesis dentales,01/10/2016,,Opcional,No,,,
42152426,Resinas de forrado temporales de base para pr¢tesis dentales,01/10/2016,,Opcional,No,,,
42152427,Resinas de reparaci¢n de cura fr¡a para pr¢tesis dentales,01/10/2016,,Opcional,No,,,
42152428,Resinas de relleno directo,01/10/2016,,Opcional,No,,,
42152429,Materiales elastom‚ricos para impresiones dentales,01/10/2016,,Opcional,No,,,
42152430,Materiales de relleno endod¢ntico,01/10/2016,,Opcional,No,,,
42152431,Elast¢meros de pr¢tesis maxilofacial extra oral,01/10/2016,,Opcional,No,,,
42152432,Inversiones de fundici¢n de yeso unido para aleaciones de oro,01/10/2016,,Opcional,No,,,
42152433,Pel¡cula radiogr fica dental intraoral,01/10/2016,,Opcional,No,,,
42152434,Amalgamantes para uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152435,Materiales elast¢meros para ortodoncia,01/10/2016,,Opcional,No,,,
42152436,Inversiones unidas de fosfato,01/10/2016,,Opcional,No,,,
42152437,Dientes de porcelana,01/10/2016,,Opcional,No,,,
42152438,Materiales refractarios de tinte,01/10/2016,,Opcional,No,,,
42152439,Materiales resistentes de recubrimiento para pr¢tesis dentales removibles,01/10/2016,,Opcional,No,,,
42152440,Inversiones de soldadura,01/10/2016,,Opcional,No,,,
42152441,Dientes de pol¡meros sint‚ticos,01/10/2016,,Opcional,No,,,
42152442,Titanio sin aleaci¢n para implantes dentales,01/10/2016,,Opcional,No,,,
42152443,Cementos de ¢xido de zinc eugenol y de no eugenol,01/10/2016,,Opcional,No,,,
42152444,L¡quido de retracci¢n gingival,01/10/2016,,Opcional,No,,,
42152445,Sets de partes anteriores o posteriores de dientes,01/10/2016,,Opcional,No,,,
42152446,Recubrimientos o materiales adelgazantes o sets para caries dentales,01/10/2016,,Opcional,No,,,
42152447,Tintes o suministros de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152449,Catalizadores de material de impresi¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152450,Compuestos limpiadores de instrumentos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152451,Compuestos indicadores de presi¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152452,Kits o accesorios de aislamiento de pastas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152453,Compuestos restauradores de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152454,Protectores de nervios dentales,01/10/2016,,Opcional,No,,,
42152455,Estantes o soportes para productos abrasivos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152456,Agentes enmascaradores de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152457,Kits de cementaci¢n de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152458,Espaciadores de tintes de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152459,Kits post endodoncia,01/10/2016,,Opcional,No,,,
42152460,Compuestos de recubrimiento para pr¢tesis dentales,01/10/2016,,Opcional,No,,,
42152461,Compuestos de recubrimiento para modelos dentales,01/10/2016,,Opcional,No,,,
42152462,Kits de revestimiento de pr¢tesis dentales,01/10/2016,,Opcional,No,,,
42152463,Solventes de cera de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152464,Kits para implantes dentales,01/10/2016,,Opcional,No,,,
42152465,Lubricantes dentales,01/10/2016,,Opcional,No,,,
42152466,Probador de ajuste de material,01/10/2016,,Opcional,No,,,
42152468,Mezclador de material de impresi¢n dental de alginato operado el‚ctricamente,01/10/2016,,Opcional,No,,,
42152469,Mezclador de material de impresi¢n dental basado en caucho operado el‚ctricamente,01/10/2016,,Opcional,No,,,
42152470,Resina para aplicaci¢n de ortodoncia,01/10/2016,,Opcional,No,,,
42152500,Suministros dentales generales,01/10/2016,,Opcional,No,,,
42152501,Kits o bandejas desechables pre ensambladas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152502,Baberos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152503,Suministros hembra de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152504,Recubrimientos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152505,Forros para el apoyacabezas de la silla de examen de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152506,Bolitas absorbentes de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152507,Rollos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152508,Jeringas o agujas o jeringas con agujas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152509,Cubiertas desechables para bandejas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152510,Estuches o cubiertas para instrumentos o sets de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152511,Platos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152512,Pinzas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152513,Tazas medidoras de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152514,Contenedores o accesorios de materiales de desecho de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152516,Tazones mezcladores de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152517,Sujetadores o dispensadores de servilletas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152518,Dispensadores de materiales de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152519,Kits de accesorios para jeringas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152520,Escupideras de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152521,Pant¢grafo,01/10/2016,,Opcional,No,,,
42152600,Suministros espec¡ficos a la operaci¢n dental,01/10/2016,,Opcional,No,,,
42152601,Papeles articulados para operaci¢n o productos relacionados de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152602,Barreras de control de infecci¢n para operaciones de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152603,Tornillos de retenci¢n o productos relacionados para operaciones de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152604,Cordones de retracci¢n para operaciones de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152605,Sets de sialograf¡a de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152606,Tablillas o sets de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152607,Anillos para instrumentos de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152608,Cartuchos de ligadura para ortodoncia,01/10/2016,,Opcional,No,,,
42152700,Equipo y suministros ortodoncia y prostod¢nticos,01/10/2016,,Opcional,No,,,
42152701,Articuladores o accesorios de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152702,Soluciones hemost ticas de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152703,Tornillos o fijadores o suministros relacionados de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152704,Retenedores de uso odontol¢gico,01/10/2016,,Opcional,No,,,
42152705,Pinzas de aplicaci¢n para ortodoncia,01/10/2016,,Opcional,No,,,
42152706,"Frenillos ""brackets"" para ortodoncia",01/10/2016,,Opcional,No,,,
42152707,Tubos bucales para ortodoncia,01/10/2016,,Opcional,No,,,
42152708,Bobinas de resorte para ortodoncia,01/10/2016,,Opcional,No,,,
42152709,El sticos para ortodoncia,01/10/2016,,Opcional,No,,,
42152710,Elast¢meros para ortodoncia,01/10/2016,,Opcional,No,,,
42152711,Tornillos de expansi¢n para ortodoncia,01/10/2016,,Opcional,No,,,
42152712,Bandas molares para ortodoncia,01/10/2016,,Opcional,No,,,
42152713,Alicates para ortodoncia,01/10/2016,,Opcional,No,,,
42152714,Estuches retenedores para ortodoncia,01/10/2016,,Opcional,No,,,
42152715,Bandas de colocaci¢n para ortodoncia,01/10/2016,,Opcional,No,,,
42152716,Topes o bloqueos para ortodoncia,01/10/2016,,Opcional,No,,,
42152717,Alambre para ortodoncia,01/10/2016,,Opcional,No,,,
42152718,Arco de alambre para ortodoncia,01/10/2016,,Opcional,No,,,
42152800,Equipo y suministro periodontal,01/10/2016,,Opcional,No,,,
42152801,Cinceles para periodoncia,01/10/2016,,Opcional,No,,,
42152802,Limas para periodoncia,01/10/2016,,Opcional,No,,,
42152803,Separadores para periodoncia,01/10/2016,,Opcional,No,,,
42152804,Instrumentos de prueba de implante periodontal a interface de hueso,01/10/2016,,Opcional,No,,,
42152805,Instrumentos de control para periodoncia,01/10/2016,,Opcional,No,,,
42152806,Disectores de tejido para periodoncia,01/10/2016,,Opcional,No,,,
42152807,Pastas protectoras para periodoncia,01/10/2016,,Opcional,No,,,
42152808,Curetas para periodoncia,01/10/2016,,Opcional,No,,,
42152809,Cuchillos para periodoncia,01/10/2016,,Opcional,No,,,
42152810,Membranas para periodoncia,01/10/2016,,Opcional,No,,,
42161500,Equipo de di lisis peritoneal y de equilibrio y suministros,01/10/2016,,Opcional,No,,,
42161501,Sets de transferencia de di lisis peritoneal ambulatoria continua capd,01/10/2016,,Opcional,No,,,
42161502,Calentadores de dialisato peritoneal,01/10/2016,,Opcional,No,,,
42161503,Sets de administraci¢n o cateterizaci¢n de di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161504,Adaptadores o pinzas o conectores de cat‚ter para di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161505,Bolsas o contenedores de drenaje de di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161506,Derivaciones o cat‚teres o dispositivos de acceso permanente para di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161507,Soluciones para di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161508,Correas o arneses para unidades de di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161509,Unidades de di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161510,Kits de lavado para di lisis peritoneal,01/10/2016,,Opcional,No,,,
42161600,Equipo de hemodi lisis extracorp¢rea y suministros,01/10/2016,,Opcional,No,,,
42161601,Kits o sets o accesorios de administraci¢n de hemodi lisis,01/10/2016,,Opcional,No,,,
42161602,Muestreadores de bolsas de sangre para hemodi lisis,01/10/2016,,Opcional,No,,,
42161603,Aparato de demanda de ox¡geno en la sangre para hemodi lisis,01/10/2016,,Opcional,No,,,
42161604,Sillas para hemodi lisis,01/10/2016,,Opcional,No,,,
42161605,Medidores de conductividad de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161606,Detectores de nivel de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161607,Bombas de presi¢n de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161608,Soluciones de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161609,Tanques de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161610,Tubos de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161611,Ba¤os calentadores de dialisato para hemodi lisis,01/10/2016,,Opcional,No,,,
42161612,Filtros de celuloide de dializador para hemodi lisis,01/10/2016,,Opcional,No,,,
42161613,Filtros de colodi¢n de dializador para hemodi lisis,01/10/2016,,Opcional,No,,,
42161614,Filtros de filamento hueco de dializador para hemodi lisis,01/10/2016,,Opcional,No,,,
42161615,Sistemas de reprocesamiento de dializador para hemodi lisis,01/10/2016,,Opcional,No,,,
42161616,"Detectores de burbujas de aire o espuma o co gulos, o trampas o alarmas para unidades de hemodi lisis",01/10/2016,,Opcional,No,,,
42161617,Monitores de presi¢n arterial para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161618,Pinzas de l¡nea de sangre para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161619,Tapas para v lvulas de sangre para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161620,Bombas de sangre para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161621,Tapas para v lvulas de dialisato unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161622,Desinfectantes o limpiadores para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161623,Bombas de infusi¢n de heparina unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161624,Controladores de agujas £nicas para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161625,Convertidores de un solo paso para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161626,Estantes o soportes o carritos para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161627,Monitores de temperatura para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161628,Equipos de prueba para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161629,Filtros transductores para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161630,Protectores transductores para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161631,Sistemas de purificaci¢n del agua para unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161632,Unidades de hemodi lisis,01/10/2016,,Opcional,No,,,
42161633,Membranas dializadoras para aparatos de hemodi lisis,01/10/2016,,Opcional,No,,,
42161634,Bandejas de procedimiento o accesorios para hemodi lisis,01/10/2016,,Opcional,No,,,
42161635,Cartuchos para aparatos de hemodi lisis,01/10/2016,,Opcional,No,,,
42161700,Equipo de hemofiltraci¢n y suministros,01/10/2016,,Opcional,No,,,
42161701,Hemofiltro,01/10/2016,,Opcional,No,,,
42161702,Bolsas de recolecci¢n de hemofiltraci¢n,01/10/2016,,Opcional,No,,,
42161703,Puertos de infusi¢n para hemofiltraci¢n,01/10/2016,,Opcional,No,,,
42161704,Puertos de muestreo para hemofiltraci¢n,01/10/2016,,Opcional,No,,,
42161800,Equipo y suministros de terapia renal sustitutiva continua (CRRT),01/10/2016,,Opcional,No,,,
42161801,Unidades de di lisis arterio venosa continua cavhd o productos relacionados,01/10/2016,,Opcional,No,,,
42161802,Unidades de hemofiltraci¢n arterio venosa continua cavh o productos relacionados,01/10/2016,,Opcional,No,,,
42161803,Unidades de hemodi lisis o hemofiltraci¢n  venosa continua o productos relacionados,01/10/2016,,Opcional,No,,,
42161804,Unidades de ultrafiltraci¢n continua lenta scuf o productos relacionados,01/10/2016,,Opcional,No,,,
42161900,Equipo y suministros para af‚resis terap‚utica,01/10/2016,,Opcional,No,,,
42161901,Kit para procedimientos de af‚resis terap‚utica,01/10/2016,,Opcional,No,,,
42171500,Productos de servicio m‚dico de urgencia en la gesti¢n de desastre,01/10/2016,,Opcional,No,,,
42171501,Bolsas para cuerpos para desastres para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171502,Etiquetas de triage para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171600,"Productos de sacar, inmovilizar y trasladar de servicios m‚dicos de urgencia",01/10/2016,,Opcional,No,,,
42171601,Camillas o accesorios para evacuaci¢n a‚rea,01/10/2016,,Opcional,No,,,
42171602,Camillas o accesorios para ambulancias,01/10/2016,,Opcional,No,,,
42171603,Prendas anti choque,01/10/2016,,Opcional,No,,,
42171604,Camillas canasta o accesorios,01/10/2016,,Opcional,No,,,
42171605,Ojales de cable de rescate,01/10/2016,,Opcional,No,,,
42171606,F‚rulas inflables para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171607,Collares cervicales o de extracci¢n de v¡ctimas para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171608,Inmovilizadores de cabeza para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171609,Correas de retenci¢n o espinales para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171610,Inmovilizadores de torso para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171611,Literas o camillas o accesorios para respuesta de emergencia,01/10/2016,,Opcional,No,,,
42171612,Camillas o accesorios redondas,01/10/2016,,Opcional,No,,,
42171613,Tablas espinales,01/10/2016,,Opcional,No,,,
42171614,Tubos o contenedores para rescate en agua,01/10/2016,,Opcional,No,,,
42171700,Mantas de servicios m‚dicos de urgencia,01/10/2016,,Opcional,No,,,
42171701,Cobijas para emergencias o rescates,01/10/2016,,Opcional,No,,,
42171702,Cobijas para primeros auxilios,01/10/2016,,Opcional,No,,,
42171703,Cobertores o cobijas de protecci¢n contra el calor para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171704,Fajas para beb‚s o porta beb‚s para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171800,Equipo de servicios m‚dicos de urgencia de gesti¢n del v¡a de aire,01/10/2016,,Opcional,No,,,
42171801,Kits de intubaci¢n o v¡a a‚rea oro far¡ngea para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171802,Kits de laringoscopia para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171803,Unidades o accesorios de succi¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171804,Kits de cricotiroidotom¡a o tubo traqueal para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171805,Desplegadores de mand¡bula,01/10/2016,,Opcional,No,,,
42171806,Palos para convulsiones,01/10/2016,,Opcional,No,,,
42171900,Cajas o bolsas de almacenaje para servicios m‚dicos de urgencia,01/10/2016,,Opcional,No,,,
42171901,Bolsas de manejo de v¡a a‚rea para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171902,Estuches de desfibriladores para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171903,Estuches de medicamentos para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171904,Estuches o bolsas de productos de extracci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171905,Estuches intravenosos iv para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171906,Estuches de intubaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171907,Bolsas de laringoscopia para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171908,Estuches de soporte de vida para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171909,Paquetes de trauma para respuesta de larga distancia ldr para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171910,Estuches param‚dicos para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171911,Estuches de ox¡geno port til o resucitaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171912,Estuches o bolsas de rescate para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171913,Estuches o bolsas de respuesta para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171914,Estuches o bolsas de trauma para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171915,Estuches o bolsas para t‚cnicos m‚dicos de emergencia emt,01/10/2016,,Opcional,No,,,
42171916,Estuches para transportar o almacenar sets de inmovilizaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171917,Estuches o bolsas o accesorios de primeros auxilios para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171918,Estuches de equipos de tratamiento de v¡ctimas de gas para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171919,Bolsas o revestimientos de evacuaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42171920,Estuches o accesorios de ropa para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172000,Kits para los servicios m‚dicos de urgencias y campo,01/10/2016,,Opcional,No,,,
42172001,Kits de primeros auxilios para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172002,Kits de primera respuesta para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172003,Kits intravenosos iv para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172004,Kits de soporte de vida para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172005,Kits de trauma de respuesta de larga distancia ldr para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172006,Kits obst‚tricos para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172007,Kits de ox¡geno o resucitaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172008,Kits de rapel para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172009,Kits de b£squeda y rescate para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172010,Kits de trauma para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172011,Kits para t‚cnicos m‚dicos de emergencia emt,01/10/2016,,Opcional,No,,,
42172012,Kits de ventriculostom¡a para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172013,Kits de evacuaci¢n para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172014,Kits o suministros de transporte de pacientes para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172015,Kits de tratamiento dental para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172016,Kits de fracturas para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172017,Kits de equipos m‚dicos de laboratorio o de campo o productos relacionados,01/10/2016,,Opcional,No,,,
42172018,Kit de lavado g strico,01/10/2016,,Opcional,No,,,
42172100,Productos de resucitaci¢n de servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172101,Desfibriladores externos automatizados aed o paletas duras,01/10/2016,,Opcional,No,,,
42172102,Escudos o m scaras protectoras para resucitaci¢n cardiopulmonar cpr,01/10/2016,,Opcional,No,,,
42172103,Kits aspiradores o resucitadores para emergencias,01/10/2016,,Opcional,No,,,
42172104,Tablas de resucitaci¢n cardiopulmonar cpr,01/10/2016,,Opcional,No,,,
42172105,Accesorios para desfibriladores externos automatizados aed,01/10/2016,,Opcional,No,,,
42172200,Suministros de servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42172201,Pinzas o torniquetes para servicios m‚dicos de emergencia,01/10/2016,,Opcional,No,,,
42181500,Evaluaci¢n diagn¢stica y productos de examen de uso general,01/10/2016,,Opcional,No,,,
42181501,Depresores de lengua o cuchillos o baja lenguas,01/10/2016,,Opcional,No,,,
42181502,Transiluminadores para ex menes de uso m‚dico,01/10/2016,,Opcional,No,,,
42181503,Lubricantes o gelatinas personales o para examen,01/10/2016,,Opcional,No,,,
42181504,Sets de hemacit¢metros,01/10/2016,,Opcional,No,,,
42181505,Sets o accesorios de muestreadores de c‚lulas endometriales,01/10/2016,,Opcional,No,,,
42181506,Kits de determinaci¢n de asalto sexual,01/10/2016,,Opcional,No,,,
42181507,Bandas para sujetar el espejo a la frente o accesorios para ex menes m‚dicos,01/10/2016,,Opcional,No,,,
42181508,Pa¤itos limpiadores para equipo diagn¢stico,01/10/2016,,Opcional,No,,,
42181509,Sets de examen f¡sico para cirujanos de vuelo,01/10/2016,,Opcional,No,,,
42181510,Medidores de ictericia transcut neos,01/10/2016,,Opcional,No,,,
42181511,Evaluadores de impotencia masculina,01/10/2016,,Opcional,No,,,
42181512,Cucharas para examen de portadores de tifoidea,01/10/2016,,Opcional,No,,,
42181513,Kits de irrigaci¢n de los senos nasales,01/10/2016,,Opcional,No,,,
42181514,Fot¢metros de hemoglobina,01/10/2016,,Opcional,No,,,
42181515,Bandejas de procedimiento para ex menes,01/10/2016,,Opcional,No,,,
42181516,Unidades o accesorios de electromiograf¡a emg,01/10/2016,,Opcional,No,,,
42181518,Estuche para sets de instrumentos m‚dicos o sus accesorios,01/10/2016,,Opcional,No,,,
42181519,Portador de gotas,01/10/2016,,Opcional,No,,,
42181520,Medidor de presi¢n intrator xica,01/10/2016,,Opcional,No,,,
42181521,Monitor de presi¢n de fluido espinal,01/10/2016,,Opcional,No,,,
42181522,Aparato para an lisis de manera de caminar,01/10/2016,,Opcional,No,,,
42181523,Sistema de prueba y evaluaci¢n isocin‚tica,01/10/2016,,Opcional,No,,,
42181524,Analizador de rigidez,01/10/2016,,Opcional,No,,,
42181525,Ataxi grafo,01/10/2016,,Opcional,No,,,
42181526,Alges¡metro,01/10/2016,,Opcional,No,,,
42181527,Dinam¢metro m‚dico,01/10/2016,,Opcional,No,,,
42181528,Dispositivo para medir la resistencia de la piel,01/10/2016,,Opcional,No,,,
42181529,Estesi¢metro,01/10/2016,,Opcional,No,,,
42181530,Sistema de inducci¢n de sudor de iontoforesis,01/10/2016,,Opcional,No,,,
